"Id","IsDeleted","MasterRecordId","AccountId","Salutation","FirstName","LastName","OtherStreet","OtherCity","OtherState","OtherPostalCode","OtherCountry","OtherLatitude","OtherLongitude","OtherGeocodeAccuracy","MailingStreet","MailingCity","MailingState","MailingPostalCode","MailingCountry","MailingLatitude","MailingLongitude","MailingGeocodeAccuracy","Phone","Fax","MobilePhone","HomePhone","OtherPhone","AssistantPhone","ReportsToId","Email","Title","Department","AssistantName","LeadSource","Birthdate","Description","OwnerId","HasOptedOutOfEmail","HasOptedOutOfFax","DoNotCall","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastCURequestDate","LastCUUpdateDate","EmailBouncedReason","EmailBouncedDate","Jigsaw","JigsawContactId","IndividualId","Activation_Date__c","ActiveLiveAgentUser__c","Active_Customer__c","Age__c","Customer_Code__c","Customer_Number__c","Customer_Relationship_Type__c","Customer_Tenure__c","Customer_Type__c","Deceased__c","Employment_Status__c","ExternalId__c","Foreigner__c","Gender__c","Household_Income__c","Joined_By_Channel__c","Last_Date_As_Primary_Customer__c","New_Customer__c","Primary_Address__c","Primary_Customer__c","Province_Code__c","Resident_Of_Bank_Country__c","Segment__c","Spouse_Of_Employee__c","test__c","Customer_Region__c","Race__c","Industry__c","Debt_Service__c","Home_Branch_Location__c","Parent_Legal_Entity__c","Total_Bank_Deposits__c","Total_Financial_Accounts__c","Total_Outstanding_Credit_Primary_Owner__c","Total_Won_Opportunities__c","CSAT__c","Delinquent_Status__c","Customer_Category__c","Segment_Type__c","Premier_Customer__c","Churn_Score__c","DC_Pred__c","DC_Pred2__c"
"003B000000HY49bIAD","0","","000000000000000AAA","","Rasmus","Rasmussen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2012-11-12 00:00:00","0","1","69.0","","1099023","Active","32.0","Primary","0","Unknown","0034P00002UgUrMQAV","0","Female","","KFC","","0","1","1","31.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49cIAD","0","","000000000000000AAA","","Olivia","James","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2015-10-26 00:00:00","0","0","23.0","","1490760","Active","0.0","Primary","0","Unknown","0034P00002Uk32cQAB","0","Male","","","","1","1","1","3.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49dIAD","0","","000000000000000AAA","","Timothy","Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2015-07-23 00:00:00","0","1","20.0","","1412593","Active","0.0","Primary","0","Unknown","0034P00002UjewGQAR","0","Female","112571.28","","","1","1","1","37.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49eIAD","0","","000000000000000AAA","","Jane","Vela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2005-10-28 00:00:00","0","1","38.0","","575614","Active","117.0","Primary","0","Unknown","0034P00002Uj0huQAB","0","Male","","KAI","","0","1","1","48.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49fIAD","0","","000000000000000AAA","","Mary","David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2002-02-15 00:00:00","0","0","70.0","","331066","Inactive","161.0","Primary","0","Unknown","0034P00002UhWDXQA3","0","Male","","KFC","","0","1","1","29.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49gIAD","0","","000000000000000AAA","","John","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2003-10-06 00:00:00","0","1","49.0","","438313","Active","141.0","Primary","0","Unknown","0034P00002Uhq07QAB","0","Female","81076.29","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49hIAD","0","","000000000000000AAA","","Sarah","Jansen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2015-11-10 00:00:00","0","0","21.0","","1501170","Active","0.0","Primary","0","Unknown","0034P00002UjuxCQAR","0","Male","","","","1","1","1","28.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49iIAD","0","","000000000000000AAA","","Jane","Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2000-09-12 00:00:00","0","1","66.0","","191581","Inactive","178.0","Primary","0","Unknown","0034P00002UgeeoQAB","0","Male","","KAT","","0","1","1","20.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49jIAD","0","","000000000000000AAA","","Karen","Singh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2000-07-10 00:00:00","0","1","51.0","","85099","Active","210.0","Primary","0","Unknown","0034P00002Ug0VsQAJ","0","Male","69663.69","KAT","","0","1","1","30.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49kIAD","0","","000000000000000AAA","","Sarah","Trivedi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2004-07-19 00:00:00","0","0","68.0","","483859","Inactive","132.0","Primary","0","Unknown","0034P00002Ui42TQAR","0","Male","181590.15","KAT","","0","1","1","8.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49lIAD","0","","000000000000000AAA","","Steven","Tremaine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2011-01-12 00:00:00","0","0","43.0","","900868","Inactive","54.0","Primary","0","Unknown","0034P00002Uiw6uQAB","0","Male","651836.25","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49mIAD","0","","001B000001L6FuKIAV","","Alice","Singh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2022-04-01 20:31:54","","","","","","","","000000000000000AAA","2016-02-29 00:00:00","0","0","42.0","","1535312","Active","0.0","Primary","0","Unknown","0034P00002UjtRlQAJ","0","Male","","","","1","1","1","47.0","1","","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","40.0",""
"003B000000HY49nIAD","0","","000000000000000AAA","","Rasmus","Gundarssen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2003-11-15 00:00:00","0","1","16.0","","444922","Active","140.0","Primary","0","Unknown","0034P00002Ui87LQAR","0","Male","235862.46","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49oIAD","0","","000000000000000AAA","","Will","James","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2007-05-21 00:00:00","0","0","49.0","","692151","Inactive","98.0","Primary","0","Unknown","0034P00002Ui3hJQAR","0","Female","106336.32","KFC","","0","1","1","8.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49pIAD","0","","000000000000000AAA","","Zineb","Rodriguez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2008-08-26 00:00:00","0","0","41.0","","789128","Inactive","83.0","Primary","0","Unknown","0034P00002UiwSsQAJ","0","Male","","KAI","","0","1","1","48.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49qIAD","0","","001B000001LFj9xIAD","","David","Jansen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2011-08-05 00:00:00","0","1","24.0","","929438","Inactive","47.0","Primary","0","Unknown","0034P00002UgL0rQAF","0","Female","498718.53","KHE","","0","1","1","8.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY49rIAD","0","","000000000000000AAA","","Jim","Kumar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","1996-04-08 00:00:00","0","0","78.0","","36083","Inactive","231.0","Primary","0","Unknown","0034P00002UiKGpQAN","0","Male","75760.8","KAT","","0","1","1","6.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49sIAD","0","","000000000000000AAA","","Sarah","Stevenson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2011-08-04 00:00:00","0","0","37.0","","928677","Inactive","47.0","Primary","0","Unknown","0034P00002Uig7DQAR","0","Female","143531.88","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49tIAD","0","","000000000000000AAA","","Heidi","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2014-03-12 00:00:00","0","0","39.0","","1248077","Inactive","16.0","Primary","0","Unknown","0034P00002UhEzeQAF","0","Male","110466.99","KFC","","0","1","1","8.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49uIAD","0","","001B000001LFjPDIA1","","Alexa","Johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2005-09-29 00:00:00","0","0","34.0","","561258","Inactive","118.0","Primary","0","Unknown","0034P00002UihPCQAZ","0","Female","77036.04","KFC","","0","1","1","3.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY49vIAD","0","","000000000000000AAA","","Barbara","James","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2011-10-05 00:00:00","0","1","42.0","","954440","Active","45.0","Primary","0","Unknown","0034P00002UhR9wQAF","0","Female","","KHE","","0","1","1","15.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY49wIAD","0","","001B000001LFjPDIA1","","Alexa","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2001-06-12 00:00:00","0","1","51.0","","252857","Active","169.0","Primary","0","Unknown","0034P00002UhAMOQA3","0","Male","156177.84","KAT","","0","1","1","28.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY49xIAD","0","","001B000001LFjPDIA1","","Alexa","Sanchez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2008-11-18 00:00:00","0","1","39.0","","818106","Active","80.0","Primary","0","Unknown","0034P00002UiGAKQA3","0","Female","31309.44","KFC","","0","1","1","50.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY49yIAD","0","","000000000000000AAA","","Timothy","Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2013-12-26 00:00:00","0","0","28.0","","1234266","Inactive","19.0","Primary","0","Unknown","0034P00002UfuHZQAZ","0","Male","149741.64","KHE","","0","1","1","8.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY49zIAD","0","","000000000000000AAA","","Karen","Roth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2008-02-14 00:00:00","0","0","48.0","","747759","Inactive","89.0","Primary","0","Unknown","0034P00002Uhh6EQAR","0","Female","","KAT","","0","1","1","36.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A0IAL","0","","000000000000000AAA","","Sarah","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2003-03-24 00:00:00","0","0","44.0","","410147","Inactive","148.0","Primary","0","Unknown","0034P00002UhmZvQAJ","0","Female","158250.42","KAT","","0","1","1","37.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A1IAL","0","","000000000000000AAA","","John","Kumar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2014-02-14 00:00:00","0","0","42.0","","1243703","Inactive","17.0","Primary","0","Unknown","0034P00002UhahiQAB","0","Female","","KFC","","0","1","1","18.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A2IAL","0","","000000000000000AAA","","Olivia","Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2012-09-20 00:00:00","0","0","23.0","","1063608","Inactive","34.0","Primary","0","Unknown","0034P00002Ug2kYQAR","0","Female","192744.72","KHE","","0","1","1","28.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A3IAL","0","","001B000001LFj9wIAD","","Adam","Smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2013-10-03 00:00:00","0","0","41.0","","1189359","Inactive","21.0","Primary","0","Unknown","0034P00002UihjDQAR","0","Female","49986.78","KFC","","0","1","1","41.0","1","Individual","0","","","","Hospitality","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4A4IAL","0","","000000000000000AAA","","Zineb","Smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2014-06-18 00:00:00","0","0","21.0","","1264019","Inactive","13.0","Primary","0","Unknown","0034P00002UiYCsQAN","1","Male","71021.52","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A5IAL","0","","000000000000000AAA","","Barbara","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2008-07-22 00:00:00","0","0","28.0","","780839","Inactive","84.0","Primary","0","Unknown","0034P00002Uj0VdQAJ","1","Male","","KFC","","0","1","1","38.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4A6IAL","0","","000000000000000AAA","","Jessica","Kumar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","2010-04-01 00:00:00","0","1","74.0","","870925","Active","64.0","Primary","0","Unknown","0034P00002UiBtFQAV","0","Female","103567.89","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4A7IAL","0","","000000000000000AAA","","Davina","Enriquez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:44:59","","","","","","","","000000000000000AAA","2015-02-16 00:00:00","0","0","40.0","","1382679","Inactive","5.0","Primary","0","Unknown","0034P00002Uhe9SQAR","1","Female","","KHK","","1","1","1","45.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4A8IAL","0","","001B000001L6FdJIAV","","Alice","Rasmussen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:45:00","","","","","","","","000000000000000AAA","2013-11-21 00:00:00","0","0","24.0","","1223516","Inactive","20.0","Primary","0","Unknown","0034P00002UgbkcQAB","0","Male","38100.93","KHE","","0","1","1","14.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4A9IAL","0","","001B000001L6FdJIAV","","Alice","Enriquez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:45:00","","","","","","","","000000000000000AAA","2010-05-18 00:00:00","0","0","29.0","","878847","Inactive","62.0","Primary","0","Unknown","0034P00002UiPhbQAF","0","Female","144565.59","KFC","","0","1","1","46.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4AAIA1","0","","000000000000000AAA","","Jessica","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","005B0000006Mf6rIAC","2020-07-16 20:55:55","","","","","","","","000000000000000AAA","1999-10-27 00:00:00","0","1","65.0","","146800","Active","189.0","Primary","0","Unknown","0034P00002Uh06BQAR","0","Female","","KAT","","0","1","1","39.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4ABIA1","0","","000000000000000AAA","","Davina","Rodriguez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:45:00","","","","","","","","000000000000000AAA","2002-09-16 00:00:00","0","1","36.0","","381788","Active","154.0","Primary","0","Unknown","0034P00002UhWmpQAF","0","Female","","KFC","","0","1","1","8.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4ACIA1","0","","000000000000000AAA","","Olivia","Johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2004-01-26 00:00:00","0","0","55.0","","455477","Inactive","138.0","Primary","0","Unknown","0034P00002UhZvvQAF","0","Female","","KED","","0","1","1","48.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4ADIA1","0","","000000000000000AAA","","Rasmus","Jansen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2004-07-16 00:00:00","0","1","77.0","","483648","Inactive","132.0","Primary","0","Unknown","0034P00002Ui5RNQAZ","0","Female","","KFC","","0","1","1","50.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4AEIA1","0","","000000000000000AAA","","Steven","Davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2004-01-02 00:00:00","0","0","54.0","","451417","Active","139.0","Primary","0","Unknown","0034P00002UiVjyQAF","0","Female","77351.46","KFC","","0","1","1","30.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4AFIA1","0","","000000000000000AAA","","Jane","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2022-04-01 20:31:48","","","","","","","","000000000000000AAA","2016-02-18 00:00:00","0","0","34.0","","1533118","Active","0.0","Primary","0","Unknown","0034P00002UjoO8QAJ","1","Female","","","","1","1","1","28.0","1","","0","","","","","","","","","","","","","","","","","","42.0",""
"003B000000HY4AGIA1","0","","000000000000000AAA","","Rasmus","Troy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2004-01-23 00:00:00","0","1","46.0","","455076","Active","138.0","Primary","0","Unknown","0034P00002UhX9TQAV","0","Female","57003.03","KFC","","0","1","1","27.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4AHIA1","0","","000000000000000AAA","","John","Stetson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2014-07-30 00:00:00","0","0","22.0","","1285065","Inactive","12.0","Primary","0","Unknown","0034P00002UgZo9QAF","0","Male","160773.45","KHE","","0","1","1","18.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4AIIA1","0","","000000000000000AAA","","Steven","James","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2005-09-14 00:00:00","0","0","77.0","","556125","Inactive","118.0","Primary","0","Unknown","0034P00002UiXXzQAN","0","Male","74681.16","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY4AJIA1","0","","000000000000000AAA","","Barbara","Smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2021-03-03 22:44:59","005B0000006Mf6rIAC","2021-03-03 22:45:00","","","","","","","","000000000000000AAA","2003-01-30 00:00:00","0","1","44.0","","404334","Active","150.0","Primary","0","Unknown","0034P00002UhUfNQAV","0","Female","83634.9","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY4AKIA1","0","","000000000000000AAA","","Mary","Kumar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","005B0000006Mf6rIAC","2020-07-16 20:55:57","","","","","","","","000000000000000AAA","2011-08-09 00:00:00","0","0","24.0","","931137","Inactive","47.0","Primary","0","Unknown","0034P00002UgbfXQAR","0","Male","66744.0","KHE","","0","1","1","25.0","1","College","0","","","","","","","","","","","","","","","","","","",""
